date,Afghanistan,Africa,Albania,Algeria,American Samoa,Angola,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia & Oceania,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma (Myanmar),Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central & South America,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo (Brazzaville),Congo (Kinshasa),Cook Islands,Costa Rica,Cote dIvoire (IvoryCoast),Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Eurasia,Europe,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,Former Serbia and Montenegro,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Germany (Offshore),Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Hawaiian Trade Zone,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, North","Korea, South",Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macau,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Middle East,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands (Offshore),Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,Norway,Oman,Pakistan,Palestinian Territories,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent/Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan and South Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste (East Timor),Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,U.S. Pacific Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Kingdom (Offshore),United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands,  U.S.","Virgin Islands, British",Wake Island,Western Sahara,World,Yemen,Zambia,Zimbabwe
19981001,0.0,7083.8630000000003,6.2999999999999998,1200.0,0.0,765.0,0.0,0.0,850.0,0.0,0.0,7124.1099999999997,406.0,21.0,231.589,0.0,37.674999999999997,1.5,1.603,36.701999999999998,0.0,0.0,1.0,0.0,0.0,34.597999999999999,0.0,0.0,992.64800000000002,153.31100000000001,0.80000000000000004,0.0,11.0,0.0,0.0,120.5,2024.0,0.0,0.0,6349.3969999999999,0.0,0.0,8.3520000000000003,3150.009,781.36099999999999,0.0,265.0,26.542000000000002,0.0,0.0,20.0,31.16,31.495999999999999,0.0,3.6120000000000001,243.0,0.0,0.0,0.0,388.416,837.55600000000004,0.0,83.0,0.0,0.0,0.0,6983.3140000000003,6451.2330000000002,0.0,0.0,0.0,0.0,18.0,34.0,0.0,0.0,341.495,0.0,2.2050000000000001,48.637999999999998,10.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,638.0,1540.0,3485.0,2555.0,0.0,0.20000000000000001,105.0,0.0,8.9800000000000004,0.031,529.28800000000001,0.0,0.0,0.0,0.0,1970.0,1.611,0.0,0.0,0.0,0.0,0.0,1346.692,5.5119999999999996,0.0,0.0,0.0,0.0,0.0,707.69299999999998,0.0,0.0,0.0,0.0,0.0,0.0,2879.1999999999998,21060.709999999999,0.0,0.123,0.0,0.0,0.10000000000000001,0.0,0.0,0.0,0.0,15.961,32.0,0.0,0.0,48.0,0.0,0.0,1960.0,0.0,11045.781000000001,2917.5819999999999,890.0,52.0,0.0,0.0,84.0,0.0,117.223,0.79000000000000004,7.3799999999999999,0.0,0.0,670.0,0.0,130.0,5894.4430000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8220.0,0.0,0.0,0.0,0.0,0.0,1.2,0.02,0.0,0.0,17.978000000000002,10.58,0.0,10.0,7.0,0.0,0.0,0.0,550.0,0.93000000000000005,0.40300000000000002,0.0,76.576999999999998,0.0,0.0,0.0,121.70099999999999,84.0,65.0,110.76000000000001,0.0,0.0,0.0,54.0,2290.0,108.0,2610.0,6142.5810000000001,0.0,116.801,0.0,2990.0,245.197,0.0,0.0,0.0,0.0,66098.407999999996,392.80399999999997,0.0,0.0
19981101,0.0,7194.3680000000004,6.2999999999999998,1200.0,0.0,770.0,0.0,0.0,850.0,0.0,0.0,7252.1099999999997,430.0,21.0,230.24799999999999,0.0,37.674999999999997,1.5,1.603,36.488999999999997,0.0,0.0,1.0,0.0,0.0,34.597999999999999,0.0,0.0,1067.471,153.31100000000001,0.80000000000000004,0.0,11.0,0.0,0.0,120.5,1989.0,0.0,0.0,6499.9530000000004,0.0,0.0,8.3520000000000003,3240.009,815.12300000000005,0.0,265.0,26.542000000000002,0.0,0.0,20.0,31.16,31.495999999999999,0.0,3.6120000000000001,257.0,0.0,0.0,0.0,378.45600000000002,827.92899999999997,0.0,83.0,0.0,0.0,0.0,6943.4920000000002,6523.1319999999996,0.0,0.0,0.0,0.0,18.0,34.0,0.0,0.0,341.495,0.0,2.1920000000000002,48.637999999999998,10.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,643.0,1540.0,3635.0,2505.0,0.0,0.20000000000000001,105.0,0.0,8.9800000000000004,0.031,526.51400000000001,0.0,0.0,0.0,0.0,2020.0,1.6020000000000001,0.0,0.0,0.0,0.0,0.0,1361.8240000000001,5.4800000000000004,0.0,0.0,0.0,0.0,0.0,707.69299999999998,0.0,0.0,0.0,0.0,0.0,0.0,3239.0,21165.709999999999,0.0,0.123,0.0,0.0,0.10000000000000001,0.0,0.0,0.0,0.0,15.961,32.0,0.0,0.0,45.0,0.0,0.0,2060.0,0.0,11367.933000000001,2973.4810000000002,890.0,56.0,0.0,0.0,92.0,0.0,112.17,0.79000000000000004,7.3799999999999999,0.0,0.0,675.0,0.0,130.0,5860.3220000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8170.0,0.0,0.0,0.0,0.0,0.0,1.2,0.02,0.0,0.0,17.978000000000002,10.58,0.0,10.0,7.0,0.0,0.0,0.0,550.0,0.93000000000000005,0.40000000000000002,0.0,76.576999999999998,0.0,0.0,0.0,128.68299999999999,84.0,65.0,110.119,0.0,0.0,0.0,54.0,2290.0,108.0,2612.0,6139.933,0.0,116.125,0.0,3040.0,245.197,0.0,0.0,0.0,0.0,66946.698000000004,392.80399999999997,0.0,0.0
19981201,0.0,7259.3680000000004,6.2999999999999998,1200.0,0.0,785.0,0.0,0.0,830.0,0.0,0.0,7251.5330000000004,428.0,21.0,233.935,0.0,37.674999999999997,1.5,1.603,37.073999999999998,0.0,0.0,1.0,0.0,0.0,34.597999999999999,0.0,0.0,1072.4590000000001,153.31100000000001,0.80000000000000004,0.0,11.0,0.0,0.0,120.5,1962.0,0.0,0.0,6480.9009999999998,0.0,0.0,8.3520000000000003,3215.009,817.05200000000002,0.0,265.0,26.542000000000002,0.0,0.0,20.0,31.16,31.495999999999999,0.0,3.6120000000000001,245.0,0.0,0.0,0.0,368.49700000000001,827.92899999999997,0.0,83.0,0.0,0.0,0.0,7053.0039999999999,6679.7039999999997,0.0,0.0,0.0,0.0,18.0,34.0,0.0,0.0,341.495,0.0,2.2269999999999999,48.637999999999998,10.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,679.0,1540.0,3585.0,2305.0,0.0,0.20000000000000001,108.0,0.0,8.9800000000000004,0.031,534.14400000000001,0.0,0.0,0.0,0.0,2010.0,1.627,0.0,0.0,0.0,0.0,0.0,1361.8240000000001,5.5679999999999996,0.0,0.0,0.0,0.0,0.0,707.69299999999998,0.0,0.0,0.0,0.0,0.0,0.0,3200.9000000000001,20840.709999999999,0.0,0.123,0.0,0.0,0.10000000000000001,0.0,0.0,0.0,0.0,15.961,32.0,0.0,0.0,48.0,0.0,0.0,2110.0,0.0,11206.352000000001,3038.0529999999999,880.0,56.0,0.0,0.0,81.0,0.0,112.17,0.79000000000000004,7.3799999999999999,0.0,0.0,680.0,0.0,130.0,5954.1549999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8110.0,0.0,0.0,0.0,0.0,0.0,1.2,0.02,0.0,0.0,17.978000000000002,10.58,0.0,10.0,7.0,0.0,0.0,0.0,550.0,0.93000000000000005,0.40699999999999997,0.0,75.0,0.0,0.0,0.0,132.67400000000001,84.0,65.0,111.88200000000001,0.0,0.0,0.0,54.0,2290.0,107.0,2714.0,6043.4520000000002,0.0,117.985,0.0,3040.0,245.197,0.0,0.0,0.0,0.0,66771.570999999996,392.80399999999997,0.0,0.0
19990101,0.0,7231.4650000000001,7.0,1205.0,0.0,758.45299999999997,0.0,0.0,814.96699999999998,0.0,0.0,7402.5889999999999,508.99900000000002,17.648,270.70100000000002,0.0,37.439,1.3999999999999999,1.9370000000000001,35.945,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1167.4839999999999,192.08099999999999,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1891.9649999999999,0.0,0.0,6563.8090000000002,0.0,0.0,8.1799999999999997,3218.9229999999998,841.73699999999997,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,265.017,0.0,0.0,0.0,369.95600000000002,860.0,0.0,102.0,0.0,0.0,0.0,7160.7340000000004,6510.6139999999996,0.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,694.0,1507.9159999999999,3664.8310000000001,2515.0,0.0,0.20000000000000001,91.542000000000002,0.0,9.0,0.040000000000000001,593.43299999999999,0.0,0.0,0.0,0.0,1994.981,1.5009999999999999,0.0,0.0,0.0,0.0,0.0,1360.0,4.5519999999999996,0.0,0.0,0.0,0.0,0.0,693.053,0.0,0.0,0.0,0.0,0.0,0.0,3239.1190000000001,21022.907999999999,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,19.815000000000001,0.0,0.0,42.781999999999996,0.0,0.0,2079.9969999999998,0.0,11094.439,3003.335,890.673,55.752000000000002,0.0,0.0,99.939999999999998,0.0,111.077,0.85899999999999999,9.0,0.0,0.0,665.68100000000004,0.0,131.709,5962.2449999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,7.0,0.0,10.91,10.0,0.0,0.0,0.0,549.72000000000003,0.80000000000000004,0.38700000000000001,0.0,77.588999999999999,0.0,0.0,0.0,125.477,84.710999999999999,61.869,136.74799999999999,0.0,0.0,0.0,53.0,2239.4899999999998,99.855000000000004,2620.9340000000002,5963.3549999999996,0.0,100.042,0.0,3019.2939999999999,289.80000000000001,0.0,0.0,0.0,0.0,66986.558000000005,399.85599999999999,0.0,0.0
19990201,0.0,7171.4650000000001,7.0,1215.0,0.0,758.45299999999997,0.0,0.0,819.96600000000001,0.0,0.0,7423.0870000000004,554.99900000000002,17.648,267.755,0.0,37.439,1.3999999999999999,1.9370000000000001,35.554000000000002,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1128.153,192.08099999999999,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1877.9649999999999,0.0,0.0,6505.54,0.0,0.0,8.1799999999999997,3223.9059999999999,828.75599999999997,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,263.017,0.0,0.0,0.0,379.95499999999998,860.0,0.0,102.0,0.0,0.0,0.0,7084.1930000000002,6513.0020000000004,0.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,686.0,1487.9169999999999,3924.8180000000002,2655.0,0.0,0.20000000000000001,91.542000000000002,0.0,8.0,0.040000000000000001,587.779,0.0,0.0,0.0,0.0,2004.981,1.484,0.0,0.0,0.0,0.0,0.0,1360.0,4.5019999999999998,0.0,0.0,0.0,0.0,0.0,693.053,0.0,0.0,0.0,0.0,0.0,0.0,3117.9189999999999,21653.110000000001,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,19.815000000000001,0.0,0.0,42.781999999999996,0.0,0.0,2009.9970000000001,0.0,10961.383,3005.261,910.91499999999996,55.752000000000002,0.0,0.0,99.939999999999998,0.0,110.04900000000001,0.85899999999999999,9.0,0.0,0.0,665.68100000000004,0.0,131.709,5897.3440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8164.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,7.0,0.0,10.91,10.0,0.0,0.0,0.0,549.72000000000003,0.80000000000000004,0.38300000000000001,0.0,76.102999999999994,0.0,0.0,0.0,125.477,84.710999999999999,57.32,135.25999999999999,0.0,0.0,0.0,53.0,2329.4690000000001,91.867000000000004,2635.933,5965.5,0.0,98.953000000000003,0.0,2999.366,289.80000000000001,0.0,0.0,0.0,0.0,67311.781000000003,409.84899999999999,0.0,0.0
19990301,0.0,7348.1270000000004,5.0,1225.0,0.0,768.17700000000002,0.0,0.0,809.96699999999998,0.0,0.0,7277.9629999999997,462.99900000000002,17.648,273.49099999999999,0.0,37.439,1.3999999999999999,1.9370000000000001,36.316000000000003,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1148.8530000000001,192.08099999999999,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1834.9659999999999,0.0,0.0,6444.3310000000001,0.0,0.0,8.1799999999999997,3203.9749999999999,828.75599999999997,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,273.017,0.0,0.0,0.0,349.959,870.0,0.0,102.0,0.0,0.0,0.0,7233.1930000000002,6466.4560000000001,0.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,645.0,1497.9159999999999,3794.8249999999998,2430.0,0.0,0.20000000000000001,86.456000000000003,0.0,8.0,0.040000000000000001,598.78499999999997,0.0,0.0,0.0,0.0,2019.981,1.516,0.0,0.0,0.0,0.0,0.0,1360.0,4.5990000000000002,0.0,0.0,0.0,0.0,0.0,693.053,0.0,0.0,0.0,0.0,0.0,0.0,3151.5189999999998,21349.710999999999,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,21.283000000000001,0.0,0.0,39.991999999999997,0.0,0.0,2159.9969999999998,0.0,10869.129999999999,2977.3299999999999,921.03599999999994,51.770000000000003,0.0,0.0,99.939999999999998,0.0,107.992,0.85899999999999999,9.0,0.0,0.0,742.12699999999995,0.0,131.709,6023.6840000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8219.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,7.0,0.0,10.91,10.0,0.0,0.0,0.0,539.72500000000002,0.80000000000000004,0.39100000000000001,0.0,80.683000000000007,0.0,0.0,0.0,125.477,81.649000000000001,57.32,138.15700000000001,0.0,0.0,0.0,53.0,2234.491,89.870000000000005,2617.9340000000002,5882.6450000000004,0.0,101.07299999999999,0.0,2959.5100000000002,289.80000000000001,0.0,0.0,0.0,0.0,66988.910999999993,409.84899999999999,0.0,0.0
19990401,0.0,7248.6790000000001,5.0,1185.0,0.0,748.73000000000002,0.0,0.0,814.96699999999998,0.0,0.0,7258.0569999999998,473.99900000000002,17.648,273.37299999999999,0.0,37.439,1.3999999999999999,1.9370000000000001,36.299999999999997,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1117.8030000000001,192.08099999999999,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1831.9659999999999,0.0,0.0,6268.8400000000001,0.0,0.0,8.1799999999999997,3179.0599999999999,838.74099999999999,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,276.01799999999997,0.0,0.0,0.0,349.959,870.0,0.0,102.0,0.0,0.0,0.0,7230.1310000000003,6478.598,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,645.0,1497.9159999999999,3484.8389999999999,2655.0,0.0,0.20000000000000001,85.608999999999995,0.0,8.0,0.040000000000000001,598.55899999999997,0.0,0.0,0.0,0.0,1784.9829999999999,1.5149999999999999,0.0,0.0,0.0,0.0,0.0,1320.0,4.5970000000000004,0.0,0.0,0.0,0.0,0.0,693.053,0.0,0.0,0.0,0.0,0.0,0.0,2989.018,20352.850999999999,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,20.548999999999999,0.0,0.0,42.781999999999996,0.0,0.0,2159.9969999999998,0.0,10708.183999999999,2956.1399999999999,921.03599999999994,49.779000000000003,0.0,0.0,99.939999999999998,0.0,107.992,0.85899999999999999,9.0,0.0,0.0,675.23599999999999,0.0,131.709,6021.0879999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7664.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,7.0,0.0,10.91,10.0,0.0,0.0,0.0,539.72500000000002,0.80000000000000004,0.39100000000000001,0.0,73.891999999999996,0.0,0.0,0.0,125.477,81.649000000000001,58.229999999999997,138.09800000000001,0.0,0.0,0.0,53.0,2179.5039999999999,87.873000000000005,2657.933,5887.1999999999998,0.0,101.029,0.0,2800.0839999999998,289.80000000000001,0.0,0.0,0.0,0.0,65545.339999999997,409.84899999999999,0.0,0.0
19990501,0.0,7214.0929999999998,5.0,1165.0,0.0,734.14400000000001,0.0,0.0,804.96699999999998,0.0,0.0,7278.6009999999997,505.99900000000002,17.648,274.041,0.0,37.439,1.3999999999999999,1.9370000000000001,36.389000000000003,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1107.453,186.078,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1881.9649999999999,0.0,0.0,6216.4629999999997,0.0,0.0,8.1799999999999997,3179.0599999999999,813.779,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,268.017,0.0,0.0,0.0,369.95600000000002,860.0,0.0,102.0,0.0,0.0,0.0,7247.4809999999998,6313.6329999999998,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,632.0,1497.9159999999999,3434.8409999999999,2705.0,0.0,0.20000000000000001,85.608999999999995,0.0,8.0,0.040000000000000001,599.84100000000001,0.0,0.0,0.0,0.0,1814.9829999999999,1.5189999999999999,0.0,0.0,0.0,0.0,0.0,1300.0,4.6079999999999997,0.0,0.0,0.0,0.0,0.0,693.053,0.0,0.0,0.0,0.0,0.0,0.0,3020.7179999999998,20303.632000000001,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,19.815000000000001,0.0,0.0,46.502000000000002,0.0,0.0,2189.9969999999998,0.0,10777.585999999999,2951.3249999999998,910.91499999999996,49.779000000000003,0.0,0.0,99.939999999999998,0.0,102.849,0.85899999999999999,9.0,0.0,0.0,656.125,0.0,126.643,6035.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7664.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,6.0,0.0,10.91,10.0,0.0,0.0,0.0,539.72500000000002,0.80000000000000004,0.39200000000000002,0.0,77.718000000000004,0.0,0.0,0.0,123.486,81.649000000000001,61.869,138.435,0.0,0.0,0.0,53.0,2129.5160000000001,81.881,2514.9360000000001,5874.9030000000002,0.0,101.276,0.0,2780.1559999999999,289.80000000000001,0.0,0.0,0.0,0.0,65351.489000000001,409.84899999999999,0.0,0.0
19990601,0.0,7148.1760000000004,5.0,1155.0,0.0,734.14400000000001,0.0,0.0,804.96699999999998,0.0,0.0,7282.2190000000001,499.99900000000002,17.648,273.60899999999998,0.0,37.439,1.3999999999999999,1.9370000000000001,36.331000000000003,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1138.5029999999999,186.078,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1935.9639999999999,0.0,0.0,6229.9390000000003,0.0,0.0,7.3620000000000001,3179.0599999999999,813.779,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,4.0,296.01900000000001,0.0,0.0,0.0,366.95699999999999,850.0,0.0,102.0,0.0,0.0,0.0,7236.2550000000001,5965.7719999999999,0.0,0.0,0.0,0.0,18.0,31.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,650.0,1477.9169999999999,3414.8420000000001,2355.0,0.0,0.20000000000000001,85.608999999999995,0.0,8.0,0.040000000000000001,599.01199999999994,0.0,0.0,0.0,0.0,1829.9829999999999,1.5169999999999999,0.0,0.0,0.0,0.0,0.0,1290.0,4.601,0.0,0.0,0.0,0.0,0.0,702.678,0.0,0.0,0.0,0.0,0.0,0.0,2893.4169999999999,19855.091,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,19.815000000000001,0.0,0.0,46.502000000000002,0.0,0.0,2149.9969999999998,0.0,10589.647999999999,2738.4690000000001,921.03599999999994,51.770000000000003,0.0,0.0,99.939999999999998,0.0,109.02,0.85899999999999999,9.0,0.0,0.0,627.45799999999997,0.0,126.643,6026.2799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,6.0,0.0,10.91,10.0,0.0,0.0,0.0,539.72500000000002,0.80000000000000004,0.39200000000000002,0.0,77.718000000000004,0.0,0.0,0.0,123.486,85.731999999999999,61.869,138.21700000000001,0.0,0.0,0.0,53.0,2109.5210000000002,89.870000000000005,2338.9409999999998,5760.2669999999998,0.0,101.116,0.0,2760.2280000000001,289.80000000000001,0.0,0.0,0.0,0.0,64307.099000000002,409.84899999999999,0.0,0.0
19990701,0.0,7152.0910000000003,5.0,1155.0,0.0,724.41999999999996,0.0,0.0,804.96699999999998,0.0,0.0,7295.0259999999998,495.99900000000002,18.488,279.149,0.0,37.439,1.3999999999999999,1.9370000000000001,37.067,0.0,0.0,1.0,0.0,0.0,32.399999999999999,0.0,0.0,1119.873,168.071,0.78500000000000003,0.0,9.4979999999999993,0.0,0.0,100.0,1958.963,0.0,0.0,6209.3090000000002,0.0,0.0,7.3620000000000001,3249.817,813.779,0.0,270.0,22.199999999999999,0.0,0.0,15.0,25.0,38.0,0.0,3.0,296.01900000000001,0.0,0.0,0.0,364.95699999999999,840.0,0.0,102.0,0.0,0.0,0.0,7380.1509999999998,6558.2020000000002,0.0,0.0,0.0,0.0,18.0,31.0,0.0,0.0,330.97300000000001,0.0,2.1800000000000002,43.295999999999999,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,680.0,1457.9190000000001,3514.8380000000002,2805.0,0.0,0.20000000000000001,84.760999999999996,0.0,8.0,0.040000000000000001,609.64099999999996,0.0,0.0,0.0,0.0,1829.9829999999999,1.5469999999999999,0.0,0.0,0.0,0.0,0.0,1290.0,4.694,0.0,0.0,0.0,0.0,0.0,664.17600000000004,0.0,0.0,0.0,0.0,0.0,0.0,3012.6179999999999,20453.749,0.0,0.19700000000000001,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.880000000000001,19.815000000000001,0.0,0.0,39.061999999999998,0.0,0.0,2129.9969999999998,0.0,10769.581,3091.9450000000002,921.03599999999994,51.770000000000003,0.0,0.0,99.939999999999998,0.0,109.02,0.85899999999999999,9.0,0.0,0.0,656.125,0.0,123.604,6148.2939999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609.9979999999996,0.0,0.0,0.0,0.0,0.0,0.90900000000000003,0.02,0.0,0.0,25.0,6.0,0.0,54.548000000000002,10.0,0.0,0.0,0.0,539.72500000000002,0.80000000000000004,0.40000000000000002,0.0,77.718000000000004,0.0,0.0,0.0,123.486,85.731999999999999,61.869,141.01599999999999,0.0,0.0,0.0,53.0,2129.5160000000001,84.876999999999995,2586.9349999999999,5798.0,0.0,103.164,0.0,2760.2280000000001,289.80000000000001,0.0,0.0,0.0,0.0,65818.108999999997,409.84899999999999,0.0,0.0
